建築物名稱,類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容量人數,備註
誠遠科技,公寓,HNL00331,新豐村,新竹縣新豐鄉新豐村16鄰紅毛349-1號,"24.9126138,120.9789525",1,1837.0,
三陽工業公司,公寓,HNL00332,上坑村,新竹縣新豐鄉上坑村2鄰坑子口184號,"24.884448,120.9786249",1,1289.0,
大樓,大樓,HNL00333,鳳山村,新竹縣湖口鄉鳳山村勝利路二段280巷10號,"24.8570597,121.0187121",1,1795.0,
大樓,大樓,HNL00334,鳳凰村,新竹縣湖口鄉鳳凰村14鄰民和街1號,"24.8704209,121.0145595",1,901.0,
大樓,大樓,HNL00335,鳳山村,新竹縣湖口鄉鳳山村5鄰鳳工路35號,"24.8614246,121.0012602",1,3135.0,
公寓,公寓,HNL00336,鳳山村,新竹縣湖口鄉鳳山村5鄰鳳工二街86號,"24.8632586,121.001527",1,1988.0,
大樓,大樓,HNL00337,鳳凰村,新竹縣湖口鄉鳳凰村33鄰大智路66巷3號,"24.8749255,121.0135173",2,3740.0,
大樓,大樓,HNL00338,鳳山村,新竹縣湖口鄉鳳山村1鄰文化路2號,"24.8617576,121.0092623",2,10107.0,
佳群建設股份有限公司,大樓,HNL00340,中正村,新竹縣湖口鄉中正村17鄰中山路一段596號,"24.8947849,121.041921",3,2347.0,
嘉巢建設有限公司,大樓,HNL00343,信勢村,新竹縣湖口鄉信勢村24鄰新湖路163號,"24.9024208,121.0376634",1,1321.0,
富旺國際開發股份有限公司,大樓,HNL00341,東興村,新竹縣湖口鄉東興村15鄰嘉興路一段103號,"24.9231156,121.0548863",1,701.0,
富來建設有限公司,大樓,HNL00339,鳳凰村,新竹縣湖口鄉鳳凰村17鄰興華街38號,"24.8705953,121.0169318",2,1852.0,
頎邦科技股份有限公司,大樓,HNL00342,中興村,新竹縣湖口鄉中興村26鄰光復路12-1號,"24.8720729,121.031005",3,10741.0,
寶善建設有限公司,大樓,HNL00344,愛勢村,新竹縣湖口鄉愛勢村19鄰信義街66巷26號,"24.9071015,121.0491887",1,625.0,
公寓,公寓,HNL00345,鳳山村,新竹縣湖口鄉鳳山村5鄰鳳工路65號,"24.8605409,121.0027961",1,635.0,
"竹東證券 富邦證券",公寓,HNE00001,榮樂里,新竹縣竹東鎮榮樂里惠昌街45號,"24.7391473,121.0879669",1,480.0,
王子旅社,公寓,HNE00002,東華里,新竹縣竹東鎮東華里東林路47號,"24.7371276,121.0897",1,165.0,
竹東鎮公所,公寓,HNE00004,雞林里,新竹縣竹東鎮雞林里東林路88號,"24.7366942,121.0916513",1,240.0,
"欣興旺建設公司 公園華廈",大樓,HNE00005,商華里,新竹縣竹東鎮商華里公園路152號,"24.7345367,121.0834846",1,279.0,
公寓,公寓,HNE00007,雞林里,新竹縣竹東鎮雞林里仁愛路267號,"24.7360427,121.0905977",1,51.0,
台灣雙羽電機,公寓,HNE00008,雞林里,新竹縣竹東鎮雞林里大明路450巷9號,"24.7327067,121.0992345",1,37.0,
稅捐處竹東分處,公寓,HNE00009,雞林里,新竹縣竹東鎮雞林里杞林路71號,"24.7360842,121.0918311",1,144.0,
竹東大旅社,大樓,HNE00010,東華里,新竹縣竹東鎮東華里東林路51號,"24.7369878,121.0898896",1,290.0,
公寓,公寓,HNE00011,雞林里,新竹縣竹東鎮雞林里學前路35號,"24.735685,121.0902276",1,288.0,
大樓,大樓,HNE00012,東華里,新竹縣竹東鎮東華里東林路48號,"24.7368693,121.0897828",1,308.0,
私立長安老人養護中心,大樓,HNE00013,雞林里,新竹縣竹東鎮雞林里長安路130號,"24.7359744,121.0910285",1,972.0,
"竹信醫院 ",公寓,HNE00014,雞林里,新竹縣竹東鎮雞林里仁愛路196號,"24.734258,121.090935",1,254.0,
"縣政府國宅 仁智國宅",公寓,HNE00016,雞林里,新竹縣竹東鎮雞林里新生路358巷1-11號,"24.7351695,121.0955209",1,662.0,
新佶泰汽車修理廠,公寓,HNE00018,雞林里,新竹縣竹東鎮雞林里北興路一段421號,"24.73244,121.099435",1,91.0,
竹東高中,公寓,HNE00019,中山里,新竹縣竹東鎮中山里大林路2號,"24.7320911,121.0890925",1,233.0,
"佳河建設 萊茵河畔",大樓,HNE00022,仁愛里,新竹縣竹東鎮仁愛里北興路二段81巷6弄5號,"24.7392265,121.0925476",2,2315.0,
農產品展售中心（樹杞林文化館）,公寓,HNE00025,雞林里,新竹縣竹東鎮雞林里新生路377號,"24.7354526,121.0947505",1,1367.0,
世紀庭園,大樓,HNE00026,五豐里,新竹縣竹東鎮五豐里自強路9號,"24.748354,121.080917",2,2202.0,
微矽電子股份有限公司,公寓,HNE00027,雞林里,新竹縣竹東鎮雞林里沿河街513號,"24.7392261,121.0950832",1,243.0,
"永階建設股份有限公司 前瞻天下",大樓,HNE00028,榮華里,新竹縣竹東鎮榮華里榮華街85巷1至12號,"24.7449581,121.0839597",1,2050.0,
"林寶蒼 御花園",公寓,HNE00029,榮華里,新竹縣竹東鎮榮華里榮樂街183號,"24.7413748,121.0861393",1,1062.0,
大樓,大樓,HNE00030,榮華里,新竹縣竹東鎮榮華里朝陽路55-1號,"24.7424462,121.0859074",1,147.0,
車城建設有限公司-東方新都1期,大樓,HNE00031,忠孝里,新竹縣竹東鎮忠孝里長春路3段533號,"24.7471827,121.0805713",2,184.0,
大樓,大樓,HNE00032,五豐里,新竹縣竹東鎮五豐里五豐路20-41號,"24.7437318,121.0765048",1,868.0,
永進建設有限公司,大樓,HNE00033,雞林里,新竹縣竹東鎮雞林里長安路86號,"24.7358597,121.0926206",1,157.0,
"巨陽建設事業公司 富貴天下",大樓,HNE00034,榮華里,新竹縣竹東鎮榮華里竹榮路33號,"24.7225965,121.1001722",1,829.0,
"浩輝建設有限公司 真善美大廈",公寓,HNE00035,雞林里,新竹縣竹東鎮雞林里大明路214號,"24.7347628,121.0966273",1,809.0,
"浩輝建設有限公司 真善美大廈",大樓,HNE00036,雞林里,新竹縣竹東鎮雞林里大明路210號,"24.7352561,121.0961946",1,408.0,
"旭嘉建設 旭家名園二期",大樓,HNE00037,五豐里,新竹縣竹東鎮五豐里北興路3段524號,"24.748681,121.081953",1,1784.0,
"旭嘉建設股份有限公司 旭家名園一期",大樓,HNE00038,五豐里,新竹縣竹東鎮五豐里永康路79號,"24.7483286,121.0816029",1,1310.0,
"永滿建設有限公司 永滿大樓",大樓,HNE00039,雞林里,新竹縣竹東鎮雞林里北興路1段551-1號,"24.7353812,121.0967377",1,997.0,
"濱漢建設公司 長春天下",大樓,HNE00041,五豐里,新竹縣竹東鎮五豐里北興路3段493號,"24.7481165,121.0823817",1,1681.0,
前鋒大樓,大樓,HNE00042,榮華里,新竹縣竹東鎮榮華里新民路9號9號,"24.7430862,121.0844974",1,260.0,
大樓,大樓,HNE00043,榮華里,新竹縣竹東鎮榮華里長春路3段322號,"24.7464334,121.0812919",1,193.0,
世光教養院,公寓,HNE00044,中山里,新竹縣竹東鎮中山里大林路14號,"24.7321541,121.0890633",1,492.0,
大樓,大樓,HNE00045,榮樂里,新竹縣竹東鎮榮樂里大同路87號,"24.7389692,121.0891432",1,193.0,
"富國建設公司 長春帝國",大樓,HNE00046,榮華里,新竹縣竹東鎮榮華里長春路3段42號,"24.7409186,121.0859402",2,1133.0,
"旭家建設公司 旭家名園三期",大樓,HNE00047,五豐里,新竹縣竹東鎮五豐里北興路3段496號,"24.74851,121.0823026",2,1353.0,
鑫兆建設-富貴天下,大樓,HNE00048,五豐里,新竹縣竹東鎮五豐里竹榮街33號,"24.7408628,121.0863155",1,864.0,
名人鐘錶行,大樓,HNE00049,忠孝里,新竹縣竹東鎮忠孝里長春路307、309號,"24.7436925,121.083419",1,96.0,
"崧山建設 崧山大樓",大樓,HNE00050,商華里,新竹縣竹東鎮商華里公園路174、176號,"24.7343933,121.0827708",1,264.0,
竹東羽球館,公寓,HNE00051,商華里,新竹縣竹東鎮商華里環山路2號2號,"24.7331783,121.0840434",1,983.0,
"九康千貿建設公司 頂好富貴",大樓,HNE00052,榮華里,新竹縣竹東鎮榮華里民德路64號64號,"24.744488,121.084514",2,2143.0,
私立上智國民小學,大樓,HNE00053,忠孝里,新竹縣竹東鎮忠孝里東寧路3段205號,"24.7414709,121.0849577",1,2034.0,
矽格電子股份有限公司,公寓,HNE00054,雞林里,新竹縣竹東鎮雞林里北興路1段436號,"24.7333161,121.0991544",1,903.0,
豐吉實業公司,大樓,HNE00055,仁愛里,新竹縣竹東鎮仁愛里大明路57號,"24.7379386,121.0927974",1,423.0,
"金帝王建設有限公司 世界大同",公寓,HNE00056,商華里,新竹縣竹東鎮商華里世界街71巷1號,"24.7368457,121.0848023",1,5642.0,
"程泰建設公司 生活名家",大樓,HNE00057,榮華里,新竹縣竹東鎮榮華里勝利路89號,"24.745613,121.0826452",1,486.0,
珈美建設,大樓,HNE00058,榮華里,新竹縣竹東鎮榮華里38鄰自強路361號,"24.7469109,121.0829809",1,700.0,
京和建設有限公司-山水私塾,大樓,HNE00059,榮華里,新竹縣竹東鎮榮華里38鄰北興路3段236巷2號,"24.7474504,121.0838849",2,3515.0,
"春福泰建設有限公司 春福麗晶",大樓,HNE00060,五豐里,新竹縣竹東鎮五豐里長春路3段782號,"24.7439277,121.0832152",2,859.0,
元皇建設-日出社區,大樓,HNE00061,五豐里,新竹縣竹東鎮五豐里北興路3段576號,"24.7498065,121.0804876",2,2309.0,
公寓,公寓,HNE00062,榮華里,新竹縣竹東鎮榮華里42鄰北興路三段446號,"24.7478801,121.0832081",1,145.0,
晶苑大樓,大樓,HNE00063,頭重里,新竹縣竹東鎮頭重里中興路4段970-972號,"24.7796181,121.029212",2,914.0,
台裕化學製藥廠,公寓,HNE00064,頭重里,新竹縣竹東鎮頭重里員山路11巷36號,"24.7827814,121.0314202",1,49.0,
工業技術研究院第15館,公寓,HNE00065,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,787.0,
"工業技術研究院 22館",公寓,HNE00066,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,626.0,
"工業技術研究院 24館",公寓,HNE00067,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,406.0,
中國製釉公司,公寓,HNE00068,頭重里,新竹縣竹東鎮頭重里中興路4段104號,"24.7731269,121.0494958",1,37.0,
天ㄧ電子股份有限公司,公寓,HNE00069,三重里,新竹縣竹東鎮三重里中興路1段219號,"24.7557949,121.0703955",1,175.0,
"達龍玻璃公司 大強生複合材料有限公司",公寓,HNE00070,頭重里,新竹縣竹東鎮頭重里中興路4段102號,"24.7731366,121.0496059",1,75.0,
"工業技術研究院 28館",公寓,HNE00071,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,152.0,
"工業技術研究院 17館",公寓,HNE00072,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,2269.0,
"工業技術研究院 21館",公寓,HNE00073,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,1122.0,
聯華電子股份有限公司,大樓,HNE00074,三重里,新竹縣竹東鎮三重里中興路4段320-330號,"24.7771704,121.0462234",1,3341.0,
明興光電股份有限公司,公寓,HNE00075,頭重里,新竹縣竹東鎮頭重里中興路4段669號,"24.7766739,121.0371634",1,12817.0,
"經濟部能源委員會 77館",公寓,HNE00076,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,878.0,
"工研院能源研究院 28館",公寓,HNE00078,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,160.0,
"工業技術研究院 67館",公寓,HNE00079,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,590.0,
"工業技術研究院 74館",公寓,HNE00080,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,1224.0,
"經濟部能源委員會 71館",公寓,HNE00081,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,959.0,
"工業技術研究院 14館",公寓,HNE00082,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,590.0,
"經濟部能委 62館",公寓,HNE00083,二重里,新竹縣竹東鎮二重里中興路4段535號,"24.7777617,121.0402946",1,260.0,
"工業技術研究院 58館",公寓,HNE00084,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,329.0,
"工業技術研究院 11館",公寓,HNE00085,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,2133.0,
聯合科技廣場,大樓,HNE00086,三重里,新竹縣竹東鎮三重里三重1路11-29號,"24.7659411,121.0588644",1,1360.0,
矽格電子股份有限公司,公寓,HNE00087,三重里,新竹縣竹東鎮三重里中興路2段169巷11號,"24.759369,121.0626451",1,526.0,
"天九建設股份有限公司 麗景天下",大樓,HNE00089,二重里,新竹縣竹東鎮二重里光明路126巷106號,"24.7680957,121.0616106",1,237.0,
"天陸建設公司 夏綠蒂",大樓,HNE00090,三重里,新竹縣竹東鎮三重里中興路2段378巷1-3號,"24.7643939,121.0598029",1,332.0,
未來與生活大廈,大樓,HNE00091,頭重里,新竹縣竹東鎮頭重里竹中路21號21號,"24.7807218,121.027937",1,1013.0,
"墩豐建設股份有限公司 凱悅名門",大樓,HNE00092,三重里,新竹縣竹東鎮三重里中興路2段318巷31弄15-27號,"24.7636578,121.0604576",1,768.0,
工研華廈,大樓,HNE00093,三重里,新竹縣竹東鎮三重里三重1路68-115號,"24.7670071,121.060516",1,894.0,
智慧園林三期,大樓,HNE00094,三重里,新竹縣竹東鎮三重里三重1路75號,"24.7669524,121.0597188",1,1236.0,
傳奇柏克菱明星貴族,大樓,HNE00095,二重里,新竹縣竹東鎮二重里明星路327巷2號,"24.7765958,121.053587",1,816.0,
鴻福花園大廈,大樓,HNE00096,頭重里,新竹縣竹東鎮頭重里竹中路91號91號,"24.7813909,121.029739",1,672.0,
中國製釉公司,大樓,HNE00097,頭重里,新竹縣竹東鎮頭重里中興路4段104號,"24.7731269,121.0494958",1,983.0,
智慧園林二期,大樓,HNE00098,三重里,新竹縣竹東鎮三重里三重1路66號,"24.7669742,121.0604988",1,631.0,
"萬齡建設公司 龍庭華廈",大樓,HNE00099,二重里,新竹縣竹東鎮二重里中央路45巷2號2號,"24.7688017,121.0563142",1,1761.0,
大樓,大樓,HNE00100,頭重里,新竹縣竹東鎮頭重里中興路4段900巷5號,"24.7788577,121.0310391",1,375.0,
茂園大廈,大樓,HNE00101,二重里,新竹縣竹東鎮二重里光明路545巷15號,"24.7785262,121.0552606",1,1093.0,
科學巨星大廈,大樓,HNE00102,三重里,新竹縣竹東鎮三重里三重路60號,"24.7658272,121.0600624",1,285.0,
大樓,大樓,HNE00103,二重里,新竹縣竹東鎮二重里自由路5號,"24.7649625,121.0535762",1,588.0,
"竹陽建設公司 智慧園林一期",大樓,HNE00104,三重里,新竹縣竹東鎮三重里三重1路43號,"24.7666238,121.059244",1,588.0,
"佳旺建設 學士園大樓",大樓,HNE00105,頭重里,新竹縣竹東鎮頭重里竹中路104巷1-12號,"24.7810899,121.0300143",1,1027.0,
"工業技術研究院 89館",大樓,HNE00107,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,6344.0,
"經濟部 51、52、53館",大樓,HNE00109,頭重里,新竹縣竹東鎮頭重里中興路4段535號,"24.7777617,121.0402946",1,22958.0,
華逹電器實業公司,公寓,HNE00110,頭重里,新竹縣竹東鎮頭重里中興路4段421號,"24.7786477,121.0438574",1,52.0,
"煥霖建設公司 東海花園城",大樓,HNE00111,頭重里,新竹縣竹東鎮頭重里中興路4段1008-1010號,"24.780077,121.028307",2,4208.0,
"春堂建設 敦煌庭園",大樓,HNE00112,二重里,新竹縣竹東鎮二重里民族路50巷1號,"24.7702533,121.0551616",2,4657.0,
"東方名人 功科苑大樓",大樓,HNE00113,二重里,新竹縣竹東鎮二重里中興路3段384-402號,"24.7705903,121.0522241",1,1783.0,
綠樣建設開發公司,大樓,HNE00114,員山里,新竹縣竹東鎮員山里員山路674號,"24.7845752,121.0489128",1,357.0,
矽格股份有限公司,大樓,HNE00115,三重里,新竹縣竹東鎮三重里中興路2段169巷12號,"24.7593878,121.062896",1,2764.0,
"萬明有限公司 頭重埔科技大樓",大樓,HNE00116,頭重里,新竹縣竹東鎮頭重里中興4段830號,"24.7778814,121.0326003",2,342.0,
元邦大國,大樓,HNE00117,二重里,新竹縣竹東鎮二重里自由路108號,"24.7649625,121.0535762",2,3093.0,
力麗社區,大樓,HNE00118,二重里,新竹縣竹東鎮二重里中央路72巷1-20號,"24.7689788,121.0567585",1,934.0,
漢洋建設股份有限公司,公寓,HNE00119,二重里,新竹縣竹東鎮二重里學府東路300號,"24.7544092,121.0559396",1,1806.0,
皇茂建設,大樓,HNE00120,頭重里,新竹縣竹東鎮頭重里富貴街6鄰76巷7號,"24.7795368,121.035361",1,1783.0,
福軒建設開發股份有限公司,大樓,HNE00121,二重里,新竹縣竹東鎮二重里光明路2號,"24.7668321,121.0568336",3,20539.0,
"十方平安寺 十方禪寺",公寓,HNE00123,富興村,新竹縣峨眉鄉富興村太平街8巷1號,"24.6844245,120.9883389",1,222.0,
"峨眉鄉公所 鄉民代表會",公寓,HNE00124,峨眉村,新竹縣峨眉鄉峨眉村峨眉街8號,"24.6887921,121.0195946",1,251.0,
竹東榮民醫院,公寓,HNE00126,東寧里,新竹縣竹東鎮東寧里中豐路81號,"24.7228659,121.0993276",1,342.0,
台灣省中華基督教信義會,公寓,HNE00127,東寧里,新竹縣竹東鎮東寧里東寧路二段11巷1號,"24.7296274,121.0912758",1,83.0,
新竹客運公司,公寓,HNE00128,東寧里,新竹縣竹東鎮東寧里東寧路1段1號,"24.7223396,121.0961238",1,668.0,
基督教改革宗長老會竹東分會,公寓,HNE00130,上館里,新竹縣竹東鎮上館里幸福路184號,"24.7219498,121.0899189",1,244.0,
國泰人壽保險公司,大樓,HNE00131,上館里,新竹縣竹東鎮上館里中豐路2段300號,"24.7249164,121.0901495",1,835.0,
"温哥華建設公司 世紀星鑽",大樓,HNE00132,大鄉里,新竹縣竹東鎮大鄉里中豐路三段9號,"24.7270298,121.0863895",1,1542.0,
金鑽至善,大樓,HNE00133,員崠里,新竹縣竹東鎮員崠里至善路9號,"24.7186204,121.095927",1,274.0,
臺大醫院竹東分院,大樓,HNE00134,上館里,新竹縣竹東鎮上館里至善路52號,"24.7189239,121.093259",1,6989.0,
竹東榮民醫院,公寓,HNE00135,上館里,新竹縣竹東鎮上館里中豐路81號,"24.7218537,121.0950944",1,2644.0,
"泰銨建設股份有限公司 羅馬富貴",大樓,HNE00136,上館里,新竹縣竹東鎮上館里幸福路173巷2號,"24.7219498,121.0899189",2,572.0,
資源大地,大樓,HNE00137,員崠里,新竹縣竹東鎮員崠里東峰路182-196號,"24.7175406,121.0966361",1,895.0,
大樓,大樓,HNE00138,東寧里,新竹縣竹東鎮東寧里安東路5號,"24.7221151,121.0966132",1,319.0,
"精順開發公司 現代名門",大樓,HNE00139,大鄉里,新竹縣竹東鎮大鄉里中豐路3段98號,"24.726445,121.0841234",1,600.0,
"泰銨建設公司 凱悅天下",大樓,HNE00140,上館里,新竹縣竹東鎮上館里中豐路2段233.255號,"24.7254894,121.087497",2,2577.0,
"光華建設有限公司 東方新都三期",大樓,HNE00141,上館里,新竹縣竹東鎮上館里光武街89號,"24.7212966,121.0928289",2,4557.0,
信宏建設有限公司,大樓,HNE00142,中正里,新竹縣竹東鎮中正里長春路1段57號,"24.7307474,121.0916228",1,3802.0,
"金頂建設 東方新都六期",大樓,HNE00143,上館里,新竹縣竹東鎮上館里光武街81巷14號,"24.7215789,121.0931215",1,2068.0,
寶山鄉老人會館,公寓,HNE00159,雙溪村,新竹縣寶山鄉雙溪村雙園路二段283號,"24.7665097,120.9929408",1,266.0,
雙溪雅舍,大樓,HNE00176,雙溪村,新竹縣寶山鄉雙溪村明湖路五街11號,"24.7654715,120.9913066",1,3591.0,
香榭綠地,大樓,HNE00179,雙溪村,新竹縣寶山鄉雙溪村雙豐路115號,"24.7673515,120.9884946",1,1509.0,
陽光花城,大樓,HNE00180,雙溪村,新竹縣寶山鄉雙溪村館前路25-55號,"24.7654918,120.9926557",1,1580.0,
萬邦建設,大樓,HNE00181,雙新村,新竹縣寶山鄉雙新村明湖路36號,"24.7646368,120.9876073",1,881.0,
極浩開發建設有限公司,大樓,HNE00182,雙新村,新竹縣寶山鄉雙新村明湖路17號,"24.7642846,120.9880891",1,141.0,
美欣建設有限公司（666社區）,大樓,HNE00183,雙溪村,新竹縣寶山鄉雙溪村雙豐路158號,"24.7673982,120.9886229",1,709.0,
雙溪華廈,大樓,HNE00184,雙新村,新竹縣寶山鄉雙新村明湖路92號,"24.7655164,120.9862609",1,739.0,
大樓,大樓,HNE00186,雙溪村,新竹縣寶山鄉雙溪村雙園2段352號,"24.7646847,120.9896877",1,114.0,
彤雲山莊,大樓,HNE00188,雙新村,新竹縣寶山鄉雙新村彤雲街111號,"24.7634666,120.981794",1,1790.0,
宏家麗景,大樓,HNE00189,雙溪村,新竹縣寶山鄉雙溪村三峰路2段591號,"24.7639588,120.9907094",2,1915.0,
"山慶建設公司 麗景宏家",大樓,HNE00192,雙溪村,新竹縣寶山鄉雙溪村三峰路2段569號,"24.7631645,120.9913355",1,1957.0,
寶山鄉公所,公寓,HNE00206,雙溪村,新竹縣寶山鄉雙溪村雙園路二段325號,"24.7655575,120.9909954",2,1574.0,
北埔國小,公寓,HNE00207,埔尾村,新竹縣北埔鄉埔尾村埔心街24號,"24.7009354,121.0534683",1,352.0,
北埔鄉公所,公寓,HNE00208,北埔村,新竹縣北埔鄉北埔村中山路20號,"24.7020444,121.0563753",1,206.0,
北埔鄉群體醫療中心,公寓,HNE00209,北埔村,新竹縣北埔鄉北埔村北埔90號,"24.6998161,121.0572201",1,773.0,
友達光電公司,大樓,HNE00213,水磜村,新竹縣北埔鄉水磜村水漈麻布樹排6號,"24.7031763,121.0635068",1,3374.0,
新竹區監理所,公寓,HNP00002,田新里,新竹縣新埔鎮田新里文德路三段58號,"24.8221698,121.0777369",2,576.0,
新埔鎮公所,公寓,HNP00003,新民里,新竹縣新埔鎮新民里中正路776號,"24.8280054,121.0713321",1,252.0,
菸酒公賣局新竹分局,公寓,HNP00004,田新里,新竹縣新埔鎮田新里義民路一段118號,"24.829308,121.0678603",1,129.0,
新埔國小,公寓,HNP00006,四座里,新竹縣新埔鎮四座里中正路230號,"24.827245,121.082152",1,248.0,
"內思高工 禮堂",公寓,HNP00007,四座里,新竹縣新埔鎮四座里楊新路一段40號,"24.828444,121.0824601",1,234.0,
新星國小,公寓,HNP00008,新民里,新竹縣新埔鎮新民里民生街28號,"24.8299935,121.0733143",1,402.0,
站旁新廈,大樓,HNP00009,四座里,新竹縣新埔鎮四座里4鄰文化街106巷55號,"24.8267378,121.0810559",1,1070.0,
"巨威建設公司 新民家園",大樓,HNP00010,新民里,新竹縣新埔鎮新民里7鄰和平街292巷1號,"24.8272396,121.0737415",1,646.0,
中正伯爵社區,大樓,HNP00011,四座里,新竹縣新埔鎮四座里7鄰中正路170巷10號,"24.826992,121.083182",1,2153.0,
弘觀國際股份有限公司,公寓,HNP00012,田新里,新竹縣新埔鎮田新里文德路三段10巷11號,"24.8206893,121.0779153",1,84.0,
順進橡膠工業股份有限公司,公寓,HNP00013,旱坑里,新竹縣新埔鎮旱坑里上樟路一段250號,"24.8362956,121.0837789",1,106.0,
豪泰洋傘有限公司,公寓,HNP00014,田新里,新竹縣新埔鎮田新里9鄰文德路三段146號,"24.8245144,121.0777728",1,69.0,
利光工業社,公寓,HNP00015,田新里,新竹縣新埔鎮田新里文德路三段205號,"24.8245407,121.0775948",1,114.0,
富全橡膠工業股份有限公司,公寓,HNP00016,五埔里,新竹縣新埔鎮五埔里新關路五埔段737號,"24.8224427,121.0926447",1,69.0,
"駿鵬建設 田園新家",大樓,HNP00019,下寮里,新竹縣新埔鎮下寮里義民路三段113巷10弄25號,"24.8413514,121.0411286",1,1950.0,
大同磁器新埔廠,公寓,HNP00020,南平里,新竹縣新埔鎮南平里義民路二段10號,"24.8356697,121.0582424",1,476.0,
文山國民小學,公寓,HNP00021,文山里,新竹縣新埔鎮文山里國校街160號,"24.8255196,121.0479429",1,405.0,
日日春社區,公寓,HNP00022,文山里,新竹縣新埔鎮文山里文山路亞東段41巷80弄1號,"24.8252027,121.0645074",1,780.0,
盛都伯爵社區,大樓,HNP00023,文山里,新竹縣新埔鎮文山里22鄰文山路犂頭山段盛都巷439號,"24.8340449,121.0267845",1,4794.0,
大冶電子股份有限公司,公寓,HNP00024,內立里,新竹縣新埔鎮內立里7鄰關埔路內立段01號,"24.8141658,121.0906481",1,66.0,
台灣日蓄股份有限公司,公寓,HNP00025,文山里,新竹縣新埔鎮文山里1鄰台蓄街18號,"24.81765,121.07019",1,60.0,
舜全電子股份有限公司,公寓,HNP00026,內立里,新竹縣新埔鎮內立里8鄰關埔路內立段263號,"24.81641,121.078693",1,515.0,
遠東新世紀股份有限公司,大樓,HNP00027,文山里,新竹縣新埔鎮文山里3鄰文山路亞東段369號,"24.8252445,121.0573227",1,880.0,
聯茂電子股份有限公司,公寓,HNP00028,內立里,新竹縣新埔鎮內立里8鄰大魯閣路17號,"24.8154518,121.084318",1,2669.0,
進猷塑膠股份有限公司,公寓,HNP00029,內立里,新竹縣新埔鎮內立里8鄰進高路13號,"24.8140971,121.0860859",1,94.0,
遠東新世紀股份有限公司（廠房）,大樓,HNP00030,文山里,新竹縣新埔鎮文山里3鄰文山路亞東段369號,"24.8252445,121.0573227",1,1576.0,
大享容器股份有限公司,公寓,HNP00031,文山里,新竹縣新埔鎮文山里27鄰文山路犁頭山段1118號,"24.8342906,121.0268722",1,64.0,
東昀綠能再生股份有限公司,公寓,HNP00032,內立里,新竹縣新埔鎮內立里8鄰關埔路內立段239號,"24.81641,121.078693",1,72.0,
琉明光電股份有限公司,公寓,HNP00033,文山里,新竹縣新埔鎮文山里27鄰文山路犁頭山段988號,"24.83347,121.0289755",1,2778.0,
磐宏開發北莊福園,大樓,HNP00034,清水里,新竹縣新埔鎮清水里汶水坑97號,"24.8788236,121.1522902",1,970.0,
南海精密工業股份有限公司,公寓,HNP00035,石光里,新竹縣關西鎮石光里3鄰石岡子56巷1號,"24.8134745,121.1284394",非地下室,118.0,
三晏企業股份有限公司,公寓,HNP00036,東平里,新竹縣關西鎮東平里大東坑63-5號,"24.828578,121.163205",2,122.0,
東庚實業股份有限公司,公寓,HNP00037,大同里,新竹縣關西鎮大同里13鄰水坑37號,"24.8272033,121.1752232",1,1156.0,
台灣眾鑫企業股份有限公司(廠房),公寓,HNP00038,大同里,新竹縣關西鎮大同里水坑38號,"24.8251,121.172777",1,108.0,
利汎科技股份有限公司,公寓,HNP00039,大同里,新竹縣關西鎮大同里水坑40號,"24.826122,121.172964",1,610.0,
"台灣眾鑫企業股份有限公司 (辦公室)",公寓,HNP00040,大同里,新竹縣關西鎮大同里13鄰水坑38號,"24.8251,121.172777",1,1085.0,
關西鎮公所,公寓,HNP00042,西安里,新竹縣關西鎮西安里正義路51之1號,"24.7924113,121.1758511",1,192.0,
明德大樓,大樓,HNP00043,北斗里,新竹縣關西鎮北斗里明德路76號,"24.793421,121.1771256",1,294.0,
柏信建設,公寓,HNP00044,北斗里,新竹縣關西鎮北斗里民享街10巷9號,"24.7950498,121.1713359",1,60.0,
,大樓,HNP00045,北斗里,新竹縣關西鎮北斗里光復路27號,"24.7925028,121.1773251",1,65.0,
